month,member_casual,rideable_type,day_type,day_of_week,time_of_day,length_distro_min,ride_count,sum_ride_length_sec
September 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,23,35599
October 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,55,49489
October 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,57,48166
August 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,89,79386
August 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,136,209969
August 2024,casual,classic_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,641,262046
June 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,19,51029
March 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,141,124181
January 2024,casual,electric_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,19,15694
January 2024,casual,classic_bike,weekday,4,9:00 AM - 11:59 AM,51 - 60,1,3212
July 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,0,0
July 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,462,416059
February 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,306,117063
February 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,60,52338
February 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,21 - 30,10,14522
April 2024,casual,classic_bike,weekday,4,3:00 PM - 4:59 PM,60+,50,471101
April 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,60+,2,10705
April 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,51 - 60,5,16321
November 2023,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,60+,6,55002
November 2023,casual,classic_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,455,181552
December 2023,casual,classic_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,32,49215
September 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,39,106371
September 2024,casual,electric_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,1199,486408
October 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,60+,34,181840
August 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,147,405099
June 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,33,91152
March 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,21 - 30,32,47574
January 2024,casual,classic_bike,weekday,4,9:00 AM - 11:59 AM,21 - 30,15,23886
July 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,208,73404
July 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,104,345216
February 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,3,4419
February 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,31 - 40,2,4246
February 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,41 - 50,4,11302
February 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,51 - 60,4,13032
November 2023,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,567,198107
December 2023,casual,electric_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,38,32457
September 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,60+,55,511387
September 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,14,31087
September 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,1,3238
September 2024,casual,electric_bike,weekday,4,9:00 AM - 11:59 AM,0 - 10,525,199499
October 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,60+,35,301972
October 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,4,11178
October 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,171,368561
August 2024,casual,classic_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,1583,1458297
August 2024,casual,classic_bike,weekday,4,8:00 PM - 11:59 PM,60+,111,1105788
June 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,9,24526
June 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,51 - 60,20,67283
May 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,712,260521
May 2024,casual,classic_bike,weekday,4,3:00 PM - 4:59 PM,31 - 40,241,512823
May 2024,casual,electric_bike,weekday,4,9:00 AM - 11:59 AM,31 - 40,38,80853
March 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,31 - 40,7,14671
January 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,0 - 10,116,40636
January 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,51 - 60,0,0
July 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,572,512551
February 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,60+,39,242058
February 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,8,16966
February 2024,casual,classic_bike,weekday,4,5:00 PM - 7:59 PM,31 - 40,39,81818
February 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,5,10541
April 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,3,6457
November 2023,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,60+,7,109060
November 2023,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,31 - 40,1,2276
December 2023,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,0,0
December 2023,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,31 - 40,2,4132
December 2023,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,23,61951
September 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,60+,5,59505
September 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,693,278536
September 2024,casual,classic_bike,weekday,4,8:00 PM - 11:59 PM,60+,60,507855
September 2024,casual,classic_bike,weekday,4,9:00 AM - 11:59 AM,41 - 50,79,219179
October 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,16,23844
October 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,9,23710
August 2024,casual,classic_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,646,270248
August 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,0 - 10,209,73435
August 2024,casual,classic_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,873,806879
August 2024,casual,classic_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,336,507581
May 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,0 - 10,743,298389
May 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,27,41545
March 2024,casual,classic_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,10,32853
March 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,21 - 30,25,38368
March 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,341,119910
March 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,11 - 20,10,8797
January 2024,casual,classic_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,5,7498
January 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,31 - 40,5,10107
July 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,41 - 50,16,45229
July 2024,casual,electric_bike,weekday,4,9:00 AM - 11:59 AM,60+,29,140937
February 2024,casual,electric_bike,weekday,4,9:00 AM - 11:59 AM,60+,1,3806
February 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,0,0
April 2024,casual,electric_bike,weekday,4,5:00 PM - 7:59 PM,0 - 10,581,226535
April 2024,casual,classic_bike,weekday,4,5:00 PM - 7:59 PM,21 - 30,127,200184
April 2024,casual,electric_bike,weekday,4,5:00 PM - 7:59 PM,51 - 60,12,39702
April 2024,casual,classic_bike,weekday,4,9:00 AM - 11:59 AM,11 - 20,115,102564
December 2023,casual,electric_bike,weekday,4,5:00 PM - 7:59 PM,60+,1,3753
December 2023,casual,classic_bike,weekday,4,9:00 AM - 11:59 AM,51 - 60,6,20310
September 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,696,264328
September 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,41 - 50,106,293742
October 2024,casual,classic_bike,weekday,4,3:00 PM - 4:59 PM,60+,102,1158431
October 2024,casual,electric_bike,weekday,4,12:00 PM - 2:59 PM,0 - 10,805,303406
October 2024,casual,classic_bike,weekday,4,8:00 PM - 11:59 PM,21 - 30,128,194912
August 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,11 - 20,467,418378
June 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,60+,8,39191
May 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,11 - 20,277,252326
May 2024,casual,classic_bike,weekday,4,8:00 PM - 11:59 PM,41 - 50,64,176738
March 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,51 - 60,6,20017
March 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,21 - 30,2,3094
March 2024,casual,electric_bike,weekday,4,9:00 AM - 11:59 AM,31 - 40,8,16908
January 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,60+,2,11838
January 2024,casual,electric_bike,weekday,4,5:00 PM - 7:59 PM,11 - 20,60,54640
January 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,21 - 30,8,13051
January 2024,casual,electric_bike,weekday,4,3:00 PM - 4:59 PM,51 - 60,0,0
July 2024,casual,classic_bike,weekday,4,3:00 PM - 4:59 PM,51 - 60,97,324340
July 2024,casual,electric_bike,weekday,4,6:00 AM - 8:59 AM,60+,5,45776
July 2024,casual,electric_bike,weekday,4,8:00 PM - 11:59 PM,51 - 60,18,59314
February 2024,casual,classic_bike,weekday,4,6:00 AM - 8:59 AM,0 - 10,267,98366
April 2024,casual,electric_bike,weekday,4,12:00 AM - 5:59 AM,60+,5,26897
April 2024,casual,classic_bike,weekday,4,12:00 PM - 2:59 PM,11 - 20,160,147150
September 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,51 - 60,60,201200
September 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,31 - 40,142,304647
September 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,21 - 30,571,865079
September 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,0 - 10,1616,689039
October 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,41 - 50,2,5501
August 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,0 - 10,1458,606725
August 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,41 - 50,124,342585
August 2024,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,60+,28,155723
August 2024,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,60+,126,1479568
August 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,31 - 40,142,303751
June 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,11 - 20,172,149550
June 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,21 - 30,260,398523
June 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,31 - 40,80,172900
June 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,31 - 40,159,339945
June 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,41 - 50,107,296409
June 2024,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,41 - 50,95,263082
June 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,51 - 60,13,43373
May 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,21 - 30,248,382506
May 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,31 - 40,11,23560
May 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,41 - 50,150,409702
May 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,6,19431
March 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,11 - 20,106,94287
March 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,51 - 60,6,20294
January 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,11 - 20,104,90100
July 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,51 - 60,153,507748
July 2024,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,21 - 30,145,221981
February 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,60+,1,4883
February 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,41 - 50,5,14473
February 2024,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,41 - 50,2,5216
April 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,11 - 20,185,168920
April 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,11 - 20,238,207342
April 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,41 - 50,2,5785
April 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,41 - 50,0,0
April 2024,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,60+,9,42492
November 2023,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,60+,25,378990
November 2023,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,31 - 40,3,6220
December 2023,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,31 - 40,2,4077
December 2023,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,0,0
October 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,31 - 40,145,304859
August 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,21 - 30,396,605136
June 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,60+,9,81249
June 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,0 - 10,176,69286
June 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,11 - 20,652,594721
June 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,21 - 30,37,56577
June 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,41 - 50,11,30248
May 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,60+,256,1806532
May 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,41 - 50,1,2512
January 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,60+,1,4788
January 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,41 - 50,0,0
January 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,0,0
July 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,31 - 40,316,673502
July 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,41 - 50,41,111193
July 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,0 - 10,1015,429330
July 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,31 - 40,123,264454
July 2024,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,0 - 10,1050,446995
February 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,0 - 10,226,77264
February 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,11 - 20,35,31113
February 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,31 - 40,7,14432
February 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,2,6835
November 2023,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,60+,16,92397
November 2023,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,60+,50,556173
November 2023,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,0 - 10,585,211254
November 2023,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,31 - 40,0,0
November 2023,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,31 - 40,47,98553
December 2023,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,41 - 50,7,18728
December 2023,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,0 - 10,62,21487
December 2023,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,41 - 50,24,65416
September 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,41 - 50,85,229904
August 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,11 - 20,102,90611
June 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,11 - 20,697,643566
June 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,31 - 40,22,46608
May 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,43,65015
March 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,60+,0,0
March 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,31 - 40,16,34957
January 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,60+,1,3975
January 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,0 - 10,113,39506
January 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,11 - 20,33,30660
July 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,21 - 30,261,393985
July 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,31 - 40,18,38187
February 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,11 - 20,58,51519
February 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,21 - 30,7,10752
February 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,41 - 50,9,24279
February 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,51 - 60,0,0
April 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,60+,61,459795
April 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,21 - 30,19,27512
April 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,11 - 20,71,58661
November 2023,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,11 - 20,47,43266
November 2023,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,41 - 50,3,8167
November 2023,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,51 - 60,5,17154
December 2023,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,11 - 20,132,121019
December 2023,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,51 - 60,0,0
September 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,21 - 30,149,223805
September 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,51 - 60,10,33390
October 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,3,10509
August 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,11 - 20,763,705439
June 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,31 - 40,26,53165
May 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,11 - 20,235,210758
March 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,21 - 30,37,53702
March 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,0 - 10,73,20669
March 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,60+,2,13404
July 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,60+,11,55270
February 2024,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,60+,0,0
February 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,0 - 10,70,24214
February 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,21 - 30,24,35938
February 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,31 - 40,4,8378
April 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,60+,0,0
April 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,0,0
November 2023,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,11 - 20,324,298764
November 2023,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,41 - 50,27,75906
December 2023,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,21 - 30,61,93182
December 2023,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,41 - 50,0,0
December 2023,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,60+,32,310102
September 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,60+,160,1161393
October 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,0 - 10,942,335902
August 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,11 - 20,318,277058
August 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,1,3340
August 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,21 - 30,41,61386
August 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,60+,34,215293
May 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,11 - 20,502,460502
May 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,6,20424
March 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,16,23197
March 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,60+,6,91071
March 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,41 - 50,11,30253
January 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,41 - 50,2,5104
January 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,41 - 50,17,47492
January 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,41 - 50,0,0
February 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,21 - 30,27,41211
April 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,51 - 60,0,0
April 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,11 - 20,110,101047
December 2023,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,0 - 10,370,148168
December 2023,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,60+,0,0
December 2023,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,31 - 40,3,6243
December 2023,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,21 - 30,29,41156
December 2023,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,60+,34,306652
December 2023,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,31 - 40,10,22128
December 2023,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,51 - 60,0,0
September 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,21 - 30,239,359432
October 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,51 - 60,24,81134
October 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,11 - 20,663,587384
August 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,78,120829
August 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,11 - 20,166,147008
August 2024,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,51 - 60,66,220287
June 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,41 - 50,41,111972
March 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,60+,40,236612
March 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,0 - 10,444,176380
January 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,31 - 40,8,16906
July 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,38,53217
February 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,0 - 10,331,121110
February 2024,casual,electric_bike,weekday,5,5:00 PM - 7:59 PM,31 - 40,10,20702
November 2023,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,0 - 10,505,184746
November 2023,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,21 - 30,37,54905
December 2023,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,9,14160
September 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,47,69511
September 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,91,135755
October 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,60+,3,12895
October 2024,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,41 - 50,21,56781
August 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,41 - 50,16,43710
May 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,21 - 30,599,914691
May 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,21 - 30,32,48073
May 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,51 - 60,115,383141
March 2024,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,41 - 50,6,16589
January 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,11 - 20,56,48027
January 2024,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,11 - 20,42,37296
January 2024,casual,classic_bike,weekday,5,8:00 PM - 11:59 PM,31 - 40,2,4000
July 2024,casual,classic_bike,weekday,5,5:00 PM - 7:59 PM,11 - 20,1858,1724330
July 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,11 - 20,412,373202
February 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,51 - 60,1,3289
April 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,0 - 10,420,158288
December 2023,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,51 - 60,3,9794
December 2023,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,31 - 40,2,4369
December 2023,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,21 - 30,12,17364
September 2024,casual,classic_bike,weekday,5,12:00 AM - 5:59 AM,60+,11,157610
October 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,21 - 30,51,74507
October 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,31 - 40,8,17003
October 2024,casual,electric_bike,weekday,5,8:00 PM - 11:59 PM,60+,3,16722
October 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,31 - 40,98,207175
October 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,21 - 30,43,64651
August 2024,casual,electric_bike,weekday,5,9:00 AM - 11:59 AM,21 - 30,86,132111
August 2024,casual,classic_bike,weekday,5,9:00 AM - 11:59 AM,51 - 60,65,215986
June 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,60+,363,2506253
June 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,11 - 20,708,650566
May 2024,casual,classic_bike,weekday,5,12:00 PM - 2:59 PM,60+,250,2012576
May 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,11 - 20,260,243104
May 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,41 - 50,16,42918
January 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,11 - 20,26,23237
January 2024,casual,electric_bike,weekday,5,12:00 AM - 5:59 AM,31 - 40,0,0
January 2024,casual,electric_bike,weekday,5,6:00 AM - 8:59 AM,31 - 40,1,2226
January 2024,casual,electric_bike,weekday,5,12:00 PM - 2:59 PM,41 - 50,2,5297
July 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,21 - 30,184,278243
July 2024,casual,classic_bike,weekday,5,3:00 PM - 4:59 PM,51 - 60,149,496689
July 2024,casual,electric_bike,weekday,5,3:00 PM - 4:59 PM,60+,68,422257
July 2024,casual,classic_bike,weekday,5,6:00 AM - 8:59 AM,41 - 50,20,55065
