month,member_casual,rideable_type,day_type,day_of_week,time_of_day,length_distro_min,ride_count,sum_ride_length_sec
August 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,840,305452
June 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,176,268408
June 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,47,69818
March 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,41 - 50,38,104905
July 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,0 - 10,605,209466
July 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,21 - 30,389,585952
February 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,11 - 20,196,175522
November 2023,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,51 - 60,18,59806
December 2023,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,31 - 40,71,148973
September 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,11 - 20,550,491503
October 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,11 - 20,855,779115
August 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,31 - 40,347,739738
August 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,51 - 60,8,27109
August 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,613,554726
June 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,178,479787
March 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,41 - 50,8,21669
January 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,11 - 20,54,47220
July 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,60+,3,14503
July 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,60+,7,33862
February 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,11 - 20,123,108127
February 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,41 - 50,5,13436
April 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,97,262698
April 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,4,13764
December 2023,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,11 - 20,121,106326
December 2023,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,31 - 40,1,1881
September 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,1078,409754
October 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,41 - 50,5,13698
October 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,0 - 10,2601,946921
August 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,18,60861
August 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,21 - 30,276,423455
June 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,2065,813812
June 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,31 - 40,395,847192
June 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,51 - 60,64,214628
May 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,31 - 40,42,87935
May 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,31 - 40,107,228641
March 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,21 - 30,55,82475
March 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,60+,13,68832
March 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,31 - 40,17,37734
January 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,11 - 20,27,22260
January 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,25,38705
January 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,31 - 40,14,29860
July 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,11 - 20,244,217492
April 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,0 - 10,446,159545
April 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,507,774498
April 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,142,216156
April 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,50,167526
April 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,5,13491
April 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,31 - 40,18,37725
November 2023,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,21 - 30,66,100317
November 2023,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,50,75495
November 2023,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,31 - 40,24,51159
October 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,0 - 10,483,173929
October 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,60+,3,18879
October 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,39,82160
May 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,0 - 10,2150,817722
May 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,0 - 10,819,307618
May 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,11 - 20,442,396368
May 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,353,316615
May 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,31 - 40,44,93354
March 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,63,167176
March 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,1270,473422
March 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,2,7012
March 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,60+,4,16631
January 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,60+,2,34697
July 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,442,387439
April 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,21 - 30,81,124206
April 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,41 - 50,19,50930
November 2023,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,592,533737
November 2023,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,11 - 20,200,178779
November 2023,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,51 - 60,0,0
December 2023,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,41 - 50,36,96162
September 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,0 - 10,737,266234
October 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,21 - 30,125,187087
June 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,21 - 30,132,198773
June 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,75,111600
June 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,9,29975
May 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,60+,9,272198
March 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,31,103519
March 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,104,157830
March 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,0 - 10,808,284057
January 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,21 - 30,48,71791
July 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,60+,36,168715
February 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,317,116428
April 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,51 - 60,8,27126
April 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,60+,13,64138
November 2023,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,19,39815
September 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,60+,11,165425
September 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,48,159731
September 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,60+,23,126393
September 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,4,13867
October 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,51 - 60,10,33508
October 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,60+,8,122665
October 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,1,3064
June 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,60+,143,789769
June 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,60+,93,648410
May 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,41 - 50,73,194455
May 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,5,16835
March 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,4,13668
January 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,3,4085
July 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,31 - 40,6,12218
July 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,0 - 10,1226,473349
February 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,60+,3,26577
February 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,11 - 20,134,120429
February 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,31 - 40,14,30107
February 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,31 - 40,167,358410
April 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,11 - 20,283,256825
April 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,51 - 60,22,72866
November 2023,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,11 - 20,219,194662
November 2023,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,2,5600
June 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,11 - 20,277,250022
June 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,21 - 30,653,992413
June 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,31 - 40,56,116090
May 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,28,41619
May 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,89,187675
March 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,11 - 20,235,215522
March 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,0,0
March 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,60+,3,13965
January 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,0 - 10,214,78756
January 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,11 - 20,182,163613
July 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,0 - 10,892,333551
July 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,14,47711
February 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,411,367266
April 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,31 - 40,3,6251
April 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,19,29080
November 2023,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,60+,37,601820
November 2023,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,41 - 50,57,153658
December 2023,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,24,64769
December 2023,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,31 - 40,8,16308
December 2023,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,60+,2,8592
December 2023,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,0 - 10,600,209923
October 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,10,27486
October 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,51 - 60,7,23729
August 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,51 - 60,16,52559
August 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,11 - 20,495,454386
August 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,60+,3,16144
August 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,248,372910
June 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,51 - 60,52,175134
May 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,60+,31,246755
May 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,10,26478
March 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,60+,0,0
January 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,0 - 10,715,253703
January 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,41 - 50,2,5328
January 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,1,3213
July 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,22,47542
July 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,41 - 50,103,278418
February 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,126,108982
February 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,348,533911
February 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,1,1849
April 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,60+,8,52927
April 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,11 - 20,105,95269
April 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,21 - 30,27,39513
November 2023,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,60+,5,21368
November 2023,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,0 - 10,662,234292
November 2023,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,13,18903
December 2023,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,0,0
December 2023,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,175,155308
September 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,60+,13,93597
October 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,31 - 40,40,86325
August 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,60+,52,475646
August 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,31 - 40,18,39227
June 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,51 - 60,25,83646
May 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,0 - 10,2276,851742
May 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,31 - 40,297,634142
January 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,0,0
July 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,60+,3,37729
February 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,1,3125
April 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,29,42910
April 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,11 - 20,82,75380
April 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,5,16833
April 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,691,621442
November 2023,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,41 - 50,3,7714
December 2023,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,0 - 10,218,73429
December 2023,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,0,0
August 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,883,336227
August 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,11 - 20,157,141069
August 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,635,954447
August 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,38,100454
August 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,1117,1023443
August 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,60+,26,175497
June 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,60+,19,122234
June 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,11 - 20,199,175189
June 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,31 - 40,8,16753
January 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,0 - 10,368,127770
January 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,83,125082
January 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,41 - 50,8,21130
January 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,8,26489
July 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,21 - 30,158,237746
July 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,0 - 10,323,121192
July 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,41 - 50,15,41002
July 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,934,848772
July 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,21 - 30,127,190590
February 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,60+,11,55213
November 2023,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,11 - 20,105,92639
November 2023,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,41 - 50,7,19720
December 2023,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,41 - 50,19,51136
December 2023,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,41 - 50,5,14097
September 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,31 - 40,61,126738
September 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,14,37513
September 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,11 - 20,553,503115
September 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,0 - 10,1259,470207
October 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,41 - 50,10,27357
October 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,61,90143
August 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,51 - 60,37,121899
August 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,51 - 60,25,83607
August 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,0 - 10,601,218848
June 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,60+,37,206395
June 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,26,56578
March 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,60+,5,21679
March 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,11 - 20,1006,917940
January 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,3,4070
January 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,3,9942
July 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,60+,70,667242
July 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,58,193486
July 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,13,43464
February 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,647,219512
February 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,21 - 30,162,244864
April 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,51 - 60,15,49933
November 2023,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,60+,4,18676
November 2023,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,21 - 30,68,104117
September 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,867,326820
September 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,1177,432294
October 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,847,294173
August 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,11 - 20,673,610689
June 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,945,369037
June 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,51 - 60,1,3579
May 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,60+,12,106360
May 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,51 - 60,6,19904
March 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,31 - 40,105,220490
January 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,31 - 40,2,4230
January 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,7,14560
July 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,11 - 20,862,783894
February 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,60+,23,124227
February 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,1170,417829
February 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,31 - 40,14,29775
February 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,73,199120
February 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,6,16046
February 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,11,29206
February 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,51 - 60,9,30524
November 2023,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,31 - 40,4,8542
December 2023,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,11 - 20,111,99203
September 2024,member,classic_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,128,189015
October 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,60+,1,4948
October 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,492,750193
October 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,637,219146
August 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,21 - 30,145,218702
August 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,41 - 50,52,137612
August 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,51 - 60,3,10234
August 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,41 - 50,17,45281
June 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,0 - 10,937,325455
June 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,41 - 50,201,538612
June 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,41 - 50,4,10662
March 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,31 - 40,25,51458
March 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,0 - 10,513,175847
March 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,11 - 20,64,55892
March 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,31 - 40,182,383152
January 2024,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,60+,3,17938
January 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,0 - 10,931,341339
July 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,60+,34,172805
July 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,51 - 60,23,74348
July 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,60+,19,105422
July 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,11 - 20,495,440022
July 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,41 - 50,141,380370
February 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,60+,0,0
February 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,21 - 30,7,10572
April 2024,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,1124,419993
April 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,31 - 40,31,67743
April 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,1,3134
November 2023,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,0 - 10,1359,473615
November 2023,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,0 - 10,1331,484901
November 2023,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,41 - 50,41,108612
November 2023,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,51 - 60,8,27034
November 2023,member,classic_bike,weekend,1,5:00 PM - 7:59 PM,51 - 60,8,26070
November 2023,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,2,7112
December 2023,member,classic_bike,weekend,1,3:00 PM - 4:59 PM,60+,9,119948
December 2023,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,0 - 10,534,187985
December 2023,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,41 - 50,0,0
December 2023,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,60+,3,11494
December 2023,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,458,154439
December 2023,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,60+,4,17905
June 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,52,77316
June 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,41 - 50,151,408285
March 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,373,131813
January 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,60+,0,0
January 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,0 - 10,179,60599
January 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,0,0
July 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,0 - 10,952,350024
November 2023,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,60+,4,21942
September 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,60+,18,101617
October 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,11 - 20,442,394241
August 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,51 - 60,2,6272
August 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,31 - 40,262,560286
June 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,0 - 10,3330,1285365
June 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,1464,1328818
May 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,60+,18,92144
May 2024,member,electric_bike,weekend,1,9:00 AM - 11:59 AM,60+,15,86374
May 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,11 - 20,113,100961
May 2024,member,electric_bike,weekend,1,8:00 PM - 11:59 PM,31 - 40,22,47357
May 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,51 - 60,5,16258
March 2024,member,electric_bike,weekend,1,6:00 AM - 8:59 AM,60+,1,6583
March 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,402,608042
January 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,60+,11,317506
January 2024,member,electric_bike,weekend,1,5:00 PM - 7:59 PM,0 - 10,242,81883
January 2024,member,electric_bike,weekend,1,12:00 AM - 5:59 AM,41 - 50,0,0
July 2024,member,electric_bike,weekend,1,3:00 PM - 4:59 PM,31 - 40,38,79311
July 2024,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,0 - 10,2025,746268
February 2024,member,electric_bike,weekend,1,12:00 PM - 2:59 PM,21 - 30,51,75504
April 2024,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,21 - 30,95,145414
April 2024,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,41 - 50,151,405604
April 2024,member,classic_bike,weekend,1,8:00 PM - 11:59 PM,21 - 30,95,142735
November 2023,member,classic_bike,weekend,1,6:00 AM - 8:59 AM,11 - 20,163,143252
November 2023,member,classic_bike,weekend,1,12:00 PM - 2:59 PM,51 - 60,32,106302
December 2023,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,41 - 50,32,86355
December 2023,member,classic_bike,weekend,1,9:00 AM - 11:59 AM,11 - 20,361,327129
